	Avg_Clostridium_innocuum_I46	Var_Clostridium_innocuum_I46	Avg_Bacteroides_caecimuris_I48	Var_Bacteroides_caecimuris_I48	Avg_Limosilactobacillus_reuteri_I49	Var_Limosilactobacillus_reuteri_I49	Avg_Flavonifractor_plautii_YL31	Var_Flavonifractor_plautii_YL31	Avg_Muribaculum_intestinale_YL27	Var_Muribaculum_intestinale_YL27	Avg_Akkermansia_muciniphilaYL44	Var_Akkermansia_muciniphilaYL44	Avg_Turicimonas_muris_YL45	Var_Turicimonas_muris_YL45	Avg_Acutalibacter_muris_KB1	Var_Acutalibacter_muris_KB1	Avg_Enterocloster_clostridioformis_YL32	Var_Enterocloster_clostridioformis_YL32	Avg_Bifidobacterium_animalis_YL2	Var_Bifidobacterium_animalis_YL2	Avg_Enterococcus_faecalis_KB1	Var_Enterococcus_faecalis_KB1	Avg_Blautia_coccoides_YL58	Var_Blautia_coccoides_YL58	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8860870166138104	0.012237090791347995	0.0	0.0	1.8860870166138104	0.012237090791347995	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	1		1	Bacteroides_caecimuris_I48.Muribaculum_intestinale_YL27	1
L-Threonine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.430435083069053	0.30592726978369866	0.0	0.0	9.430435083069053	0.30592726978369866	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1		1	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65826104984143	0.11013381712213266	0.0	0.0	5.65826104984143	0.11013381712213266	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	1		1	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	1
L-Tryptophan-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.829130524920715	0.027533454280533165	0.0	0.0	2.829130524920715	0.027533454280533165	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	1		1	Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7152175415345265	0.07648181744592467	0.0	0.0	4.7152175415345265	0.07648181744592467	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1		1	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Clostridium_innocuum_I46.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
L-Tyrosine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.601304558148335	0.14990436219401368	0.0	0.0	6.601304558148335	0.14990436219401368	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	1		1	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Valine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.601304558148335	0.14990436219401368	0.0	0.0	6.601304558148335	0.14990436219401368	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	1		1	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	1
Linolenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Melitose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Melitose-e0	0.0	0.0	0.0	0.0	-1.1236840876314204e-12	5.44900259981937e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.502378233368674e-13	6.973305364436678e-28	0.0	0.0	0.0	0.0	1.8860870166138104	0.012237090791347995	0.0	0.0	1.8860870166138104	0.012237090791347995	Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49	1		1	Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49	1
Methylguanidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Methylhistidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9430435083069052	0.0030592726978369987	0.0	0.0	0.9430435083069052	0.0030592726978369987	Turicimonas_muris_YL45	1		1	Turicimonas_muris_YL45	1
Mg-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.373478591375958	0.37017199643827536	0.0	0.0	10.373478591375958	0.37017199643827536	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	1		1	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9430435083069052	0.0030592726978369987	0.0	0.0	0.9430435083069052	0.0030592726978369987	Turicimonas_muris_YL45	1		1	Turicimonas_muris_YL45	1
Mn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.373478591375958	0.37017199643827536	0.0	0.0	10.373478591375958	0.37017199643827536	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	1		1	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	1
Molybdenum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mucin core 3 (GlcNAcβ1,3GalNAcαSer/Thr-PROTEIN)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mucin core 4 [GlcNAcβ1,6(GlcNAcβ1,3)GalNAcαSer/Thr-PROTEIN]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
N-Acetyl-D-chondrosamine-e0	8.521326268128688e-14	6.632324022935222e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10674783267891558	0.09470370799121455	0.0	0.0	0.10674783267891558	0.09470370799121455	Clostridium_innocuum_I46.	2		1	Clostridium_innocuum_I46.	2
N-Acetyl-D-glucosamine-e0	-1.0361879394627016e-13	8.538148228866252e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13171449741907e-10	6.418722346613961e-20	0.0	0.0	1.8860870166138104	0.012237090791347995	0.0	0.0	1.8860870166138104	0.012237090791347995	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	1		1	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	1
N-acetyl-D-galactosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
N-acetyl-D-gluosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.995162380635525e-14	1.0004735794017839e-28	0.0	0.0	0.0	0.0	0.0	0.0	0.9430435083069052	0.0030592726978369987	0.0	0.0	0.9430435083069052	0.0030592726978369987	Enterocloster_clostridioformis_YL32	1		1	Enterocloster_clostridioformis_YL32	1
N-acetylneuraminate (as sialic residue)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1657990502348228e-12	6.223151470823438e-27	0.9430435083069052	0.0030592726978369987	0.0	0.0	0.9430435083069052	0.0030592726978369987	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
NH3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.894762359416356	0.3656675845723063	0.0	0.0	6.894762359416356	0.3656675845723063	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2		1	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	2
Na+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.430435083069053	0.30592726978369866	0.0	0.0	9.430435083069053	0.30592726978369866	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1		1	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
Neu5Ac-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.93423299954691e-12	7.585970483010424e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.772174033227621	0.04894836316539198	0.0	0.0	3.772174033227621	0.04894836316539198	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	1		1	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65826104984143	0.11013381712213266	0.0	0.0	5.65826104984143	0.11013381712213266	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1		1	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1
Nickel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
O2-e0	4.154287737150153e-13	8.540754134627914e-24	1.3197314795376844e-12	4.613290281120597e-26	2.507963332534559e-13	8.585197104861112e-24	-6.116282402348045e-13	7.782320304683375e-25	7.280961729822057e-13	5.31869233196567e-26	5.072093470266376e-13	1.7446348682056946e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.496294794516145e-11	1.849450142625914e-21	-2.2534851248100668e-14	5.894213430830028e-25	11.31652209968286	0.44053526848853064	0.0	0.0	11.31652209968286	0.44053526848853064	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1		1	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
Oleic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PAN	119.47330892156201	49.10169850555843	119.47330891973942	49.101698504060096	91.28297760215679	28.66383712732623	0.0	0.0	119.47330892081808	49.101698504946796	0.0	0.0	0.0	0.0	0.0	0.0	119.47330892208873	49.10169850599159	0.0	0.0	0.0	0.0	91.28297760606483	28.6638371297804	11.31652209968286	0.44053526848853064	5.65826104984143	0.11013381712213266	16.974783149524296	0.9912043540991835	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	1	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
Pb-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Pectin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Phosphate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.31652209968286	0.44053526848853064	0.0	0.0	11.31652209968286	0.44053526848853064	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1		1	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
Phosphoethanolamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Puryvate	0.0	0.0	0.0	0.0	0.0	0.0	-5.227395847370597e-13	4.0630887164334167e-25	0.0	0.0	0.0	0.0	0.0	0.0	5.0405958188560266e-14	8.740141845340955e-30	-6.83752645978965e-14	1.6539559861646354e-29	0.0	0.0	0.0	0.0	-2.602081563596331e-12	2.3489435462286658e-26	3.772174033227621	0.04894836316539198	0.0	0.0	3.772174033227621	0.04894836316539198	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	1		1	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Putrescine-e0	0.0	0.0	0.0	0.0	0.0	0.0	8.890773098190657e-14	7.990277222957797e-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3122068411239525e-12	5.929839519551209e-27	-1.2263181350548018e-13	5.17322101040877e-29	4.379652418969775e-10	7.089584235190418e-20	0.0	0.0	4.309429876231888	0.29506326872769356	0.0	0.0	4.309429876231888	0.29506326872769356	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2		1	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	2
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.56595520326536	114.65534850798862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.829130524920715	0.027533454280533165	0.9430435083069052	0.0030592726978369987	3.772174033227621	0.04894836316539198	Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	1	Acutalibacter_muris_KB1	1	Acutalibacter_muris_KB1Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	1
Pyruvate-e0	0.0	0.0	0.0	0.0	7.671709911479279e-14	4.529311765959679e-26	0.0	0.0	0.0	0.0	0.0	0.0	1.5454206342194315e-13	8.21576757271223e-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8860870166138104	0.012237090791347995	0.0	0.0	1.8860870166138104	0.012237090791347995	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1		1	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	1
Riboflavin	-2.135698417538267e-12	1.4527446439601062e-22	4.10083838686964e-13	9.03068976806828e-28	-4.989727411532206e-13	4.8794467428134406e-24	119.47330892051191	49.10169850469537	-3.6269131859406115e-13	8.718602884956298e-28	119.47330891974093	49.10169850406143	119.47330891991294	49.10169850420266	0.0	0.0	0.0	0.0	91.28297760224376	28.663837127380912	0.0	0.0	-1.2509964001191857e-11	5.384526806209128e-25	9.430435083069053	0.30592726978369866	3.772174033227621	0.04894836316539198	13.20260911629667	0.5996174487760547	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	1	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	1
Riboflavin-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.28297722819286	28.663836892468826	0.0	0.0	0.9430435083069052	0.0030592726978369987	0.9430435083069052	0.0030592726978369987	1.8860870166138104	0.012237090791347995	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1Enterococcus_faecalis_KB1	1
Selenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sorbitol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3682614222504813	0.22492070849403184	0.0	0.0	0.3682614222504813	0.22492070849403184	Limosilactobacillus_reuteri_I49.	2		1	Limosilactobacillus_reuteri_I49.	2
