	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Muribaculum_intestinale_YL27	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32	Bifidobacterium_animalis_YL2	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58	In	InAmount	Out	OutAmount	All	AllAmount
Riboflavin	3.1438074366008095e-11	4.388781005282283e-13	-2.625233364028645e-12	126.68907411811534	-3.872457909892546e-13	126.68907411746862	126.68907411749171	0.0	0.0	96.79614651727874	0.0	-1.326583287664107e-11	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	4	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	14
Riboflavin-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614649931558	0.0	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1Enterococcus_faecalis_KB1	2
Selenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Sorbitol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	1		0	Limosilactobacillus_reuteri_I49	1
Sorbitol-e0-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	1		0	Bacteroides_caecimuris_I48	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Spermidine-e0	-2.326228099036598e-11	2.4366446360613025e-13	2.169375790117556e-12	-1.5095702465828253e-12	0.0	0.0	-3.921307722976053e-13	1.0880185641326534e-14	1.7790560691288704e-12	-4.3023397344743586e-13	9.800515954339062e-11	1.1383949338750199e-12	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
Stachyose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Starch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Succinate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Sucrose	0.0	0.0	-7.178979632982418e-13	0.0	-4.685141163918161e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2		0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2
Sucrose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.627409566637652e-13	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3
Sulfate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Thiamin-e0	6.95088431257318e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.863187961338781e-13	-2.102262808278965e-12	-4.519051799434237e-11	-6.278533248860185e-12	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9
Thiamine	0.0	0.0	-4.854450175173497e-12	0.0	0.0	0.0	0.0	5.494008026296626e-13	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2		0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
Uracil-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	9		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	9
Urea-e0	0.0	0.0	-8.861314459984726e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4		0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4
VitA Retinol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
XAN-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
XAN-e0-e0	0.0	-3.375875967659425e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3
Zn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
acetylhexosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgal-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgam-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
carbonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
core3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
core4-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
fe3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
fucose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Muribaculum_intestinale_YL27	2		0	Akkermansia_muciniphilaYL44.Muribaculum_intestinale_YL27	2
