	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Muribaculum_intestinale_YL27	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32	Bifidobacterium_animalis_YL2	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58	In	InAmount	Out	OutAmount	All	AllAmount
Mg-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
Mn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11
Molybdate-e0	0.0	5.476952225080822e-12	0.0	0.0	0.0	0.0	0.0	0.0	2.62456723021387e-13	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	3		0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	3
Molybdenum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Mucin core 3 (GlcNAcβ1,3GalNAcαSer/Thr-PROTEIN)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Mucin core 4 [GlcNAcβ1,6(GlcNAcβ1,3)GalNAcαSer/Thr-PROTEIN]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Myristic acid-e0	0.0	-1.303341809477665e-11	0.0	0.0	-3.413880289571125e-12	-3.0375701953744283e-13	1.4691858840620853e-12	6.4384261810879195e-15	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	6		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	6
N-Acetyl-D-chondrosamine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
N-Acetyl-D-glucosamine-e0	-9.886536034287019e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.818203696605906e-10	0.0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1	2
N-acetyl-D-galactosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
N-acetyl-D-gluosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2079226507921703e-13	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	1		0	Enterocloster_clostridioformis_YL32	1
N-acetylneuraminate (as sialic residue)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2374337665654878e-12	Blautia_coccoides_YL58	1		0	Blautia_coccoides_YL58	1
NAD-e0-e0	0.0	0.0	0.0	2.2282176104226892e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46.Flavonifractor_plautii_YL31	2		0	Clostridium_innocuum_I46.Flavonifractor_plautii_YL31	2
NH3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	7		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	7
Na+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Neu5Ac-e0	0.0	0.0	0.0	0.0	-2.087024997265985e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	4		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	4
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	6		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	6
Nickel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
O2-e0	1.7138894470303256e-13	1.3546585728163585e-12	1.4454392543994388e-12	-1.4170886686315498e-12	8.045231147946197e-13	5.223321775105205e-13	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Oleic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Ornithine-e0	0.0	-2.3116022984659423e-12	-8.031769693772617e-14	0.0	0.0	0.0	-3.6701891525936503e-13	-1.9508727315889485e-14	0.0	-6.024347687372256e-14	6.471383082184978e-10	5.321763862919937e-12	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
PAN	126.68907411790508	126.68907411730912	96.79614651709478	0.0	126.6890741184538	0.0	0.0	0.0	126.68907411979869	0.0	0.0	96.79614652133009	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	6	Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	18
Pb-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Pectin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Phosphate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Phosphoethanolamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Propanal-e0	0.0	0.0	0.0	1.1213252548714081e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.944470512939784e-12	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	5		0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	5
Propionate-e0	-2.1660451210436804e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3028081098128723e-14	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	6		0	Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	6
Puryvate	0.0	0.0	0.0	-5.179467965632512e-13	0.0	0.0	0.0	5.345029974179738e-14	-7.45263226131776e-14	0.0	0.0	-2.7588001327849554e-12	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	4		0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	4
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Putrescine-e0	0.0	0.0	0.0	9.411221801869374e-14	0.0	0.0	0.0	0.0	1.3837785084458432e-12	-1.3003834120617341e-13	6.155165266363838e-10	0.0	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	5		0	Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	5
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.5922930332615	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	3	Acutalibacter_muris_KB1	1	Acutalibacter_muris_KB1Acutalibacter_muris_KB1.Enterococcus_faecalis_KB1.Turicimonas_muris_YL45	4
Pyruvate-e0	0.0	0.0	1.5347445536662008e-13	0.0	0.0	0.0	1.63875857328577e-13	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	2		0	Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	2
Riboflavin	1.1963763313360687e-12	4.388781005282283e-13	1.0670908601184692e-12	126.6890741180561	-3.872457909892546e-13	126.68907411749312	126.68907411749171	0.0	0.0	96.79614651727874	0.0	-1.326583287664107e-11	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	4	Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	14
Riboflavin-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614600613714	0.0	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1	1	Enterococcus_faecalis_KB1Enterococcus_faecalis_KB1	2
Selenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Sorbitol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Sorbitol-e0-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	1		0	Bacteroides_caecimuris_I48	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Spermidine-e0	1.795008586213953e-12	2.4366446360613025e-13	-2.1049828546892968e-13	-6.98739677229554e-13	0.0	0.0	-3.921307722976053e-13	1.0880185641326534e-14	1.7408366415061494e-12	-4.3023397344743586e-13	1.1333085581100022e-09	1.1383949338750199e-12	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
Stachyose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Starch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Succinate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Sucrose	0.0	0.0	-7.11451730861512e-13	0.0	-4.685141163918161e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2		0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2
Sucrose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.627409566637652e-13	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3
Sulfate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
TRHL-e0	1.7820918352118298e-12	0.0	-7.30228377765485e-13	-4.7488055154865094e-14	0.0	0.0	0.0	0.0	2.0803775369060418e-12	5.076633557976606e-13	3.164171528957649e-10	1.038858062074599e-11	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	8		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	8
Taurine-e0	1.8562928971732617e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32	2		0	Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32	2
Thiamin-e0	2.3381296898605797e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.621992009238966e-13	-2.102262808278965e-12	3.492573341645766e-09	-6.278533248860185e-12	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9
Thiamine	0.0	0.0	-1.3879453142351394e-12	0.0	0.0	0.0	0.0	5.494008026296626e-13	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2		0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
Uracil-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
Urea-e0	0.0	0.0	1.4348244814499367e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4		0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4
VitA Retinol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
XAN-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
XAN-e0-e0	0.0	-3.375875967659425e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3
Xanthosine-e0	-4.568151412698285e-13	-1.292533788332939e-13	3.3623798190163257e-13	1.0397793737126904e-12	0.0	0.0	7.557843240135753e-14	1.4826334604478575e-13	1.5720064139301826e-14	-7.283618153053339e-13	-5.76501901772275e-11	-4.2794543950175346e-12	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
Xylitol-e0	0.0	0.0	-3.256735159329338e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Limosilactobacillus_reuteri_I49	2		0	Bacteroides_caecimuris_I48.Limosilactobacillus_reuteri_I49	2
Xylose-e0	0.0	0.0	-2.107654328842301e-13	0.0	-3.199218667759851e-12	0.0	0.0	4.193582498931505e-15	-1.5387419561049177e-14	0.0	0.0	0.0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	5		0	Acutalibacter_muris_KB1.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	5
Zn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
acetylhexosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgal-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgam-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
carbonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
