	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Muribaculum_intestinale_YL27	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32	Bifidobacterium_animalis_YL2	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58	In	InAmount	Out	OutAmount	All	AllAmount
Spermidine-e0	-3.5149660959632456e-13	5.891676035929549e-13	2.1318502518852256e-12	4.7753467846689546e-14	0.0	0.0	-3.921307722976053e-13	1.0880185641326534e-14	1.7790560691288704e-12	-4.3023397344743586e-13	1.8325319040002341e-10	1.1383949338750199e-12	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	10
Stachyose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Starch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Succinate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Sucrose	0.0	0.0	-7.039091531879649e-13	0.0	-4.685141163918161e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2		0	Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	2
Sucrose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.627409566637652e-13	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Clostridium_innocuum_I46	3
Sulfate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Thiamin-e0	3.5565717038110733e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.863187961338781e-13	-2.102262808278965e-12	-2.1371704406192293e-10	-6.278533248860185e-12	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	9
Thiamine	0.0	0.0	-5.0121573558215005e-12	0.0	0.0	0.0	0.0	5.494008026296626e-13	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2		0	Acutalibacter_muris_KB1.Limosilactobacillus_reuteri_I49	2
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
Uracil-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	9		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Turicimonas_muris_YL45	9
Urea-e0	0.0	0.0	-8.910441828824389e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4		0	Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	4
VitA Retinol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Vitamin K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
XAN-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
XAN-e0-e0	0.0	1.0528730665093633e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Turicimonas_muris_YL45	3
Zn2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
acetylhexosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgal-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
acgam-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
carbonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	1		0	Turicimonas_muris_YL45	1
core3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
core4-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
fe3-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
fucose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	1		0	Akkermansia_muciniphilaYL44	1
lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Muribaculum_intestinale_YL27	2		0	Akkermansia_muciniphilaYL44.Muribaculum_intestinale_YL27	2
