	0.17335	0.34975	0.39155	0.4328	0.4333	0.4339	0.43495	0.8229	1.6052	Source	Target
Deoxycytidine##bc1001##Metabolite	0.29071504	0.04379068	0.0247893	0.01861572	0.01861572	0.01861572	0.01861572	1.14e-06	0.0	Deoxycytidine	bc1001
bc1001##Deoxyguanosine##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Deoxyguanosine
Deoxyguanosine##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Deoxyguanosine	bc1001
bc1001##Folate##Microbe	-0.10604531	-0.0159737	-0.0090425	-0.00679053	-0.00679053	-0.00679053	-0.00679053	-4.1e-07	0.0	bc1001	Folate
Folate##bc1001##Metabolite	0.10604531	0.0159737	0.0090425	0.00679053	0.00679053	0.00679053	0.00679053	4.1e-07	0.0	Folate	bc1001
bc1001##Formate##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Formate
Formate##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Formate	bc1001
bc1001##GTP##Microbe	-1.70568348	-0.2569287	-0.14544382	-0.10922218	-0.10922218	-0.10922218	-0.10922218	-6.67e-06	0.0	bc1001	GTP
GTP##bc1001##Metabolite	1.70568348	0.2569287	0.14544382	0.10922218	0.10922218	0.10922218	0.10922218	6.67e-06	0.0	GTP	bc1001
bc1001##Glycerol##Microbe	-0.78465915	-0.11819394	-0.06690797	-0.05024507	-0.05024507	-0.05024507	-0.05024507	-3.07e-06	0.0	bc1001	Glycerol
Glycerol##bc1001##Metabolite	0.78465915	0.11819394	0.06690797	0.05024507	0.05024507	0.05024507	0.05024507	3.07e-06	0.0	Glycerol	bc1001
bc1001##Glycine##Microbe	-6.31664792	-0.95148258	-0.53862127	-0.40448189	-0.40448189	-0.40448189	-0.40448189	-2.47e-05	0.0	bc1001	Glycine
Glycine##bc1001##Metabolite	6.31664792	0.95148258	0.53862127	0.40448189	0.40448189	0.40448189	0.40448189	2.47e-05	0.0	Glycine	bc1001
bc1001##H+##Microbe	64.76630332	9.75580878	5.52262991	4.14726244	4.14726244	4.14726244	4.14726244	0.00025323	0.0	bc1001	H+
bc1001##H2O##Microbe	166.86789691	25.13546721	14.22884419	10.68526264	10.68526264	10.68526264	10.68526264	0.00065245	1e-08	bc1001	H2O
bc1001##Heme##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Heme
Heme##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Heme	bc1001
bc1001##K+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	K+
K+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	K+	bc1001
bc1001##L-Alanine##Microbe	-5.70562665	-0.85944387	-0.48651942	-0.36535559	-0.36535559	-0.36535559	-0.36535559	-2.231e-05	0.0	bc1001	L-Alanine
L-Alanine##bc1001##Metabolite	5.70562665	0.85944387	0.48651942	0.36535559	0.36535559	0.36535559	0.36535559	2.231e-05	0.0	L-Alanine	bc1001
bc1001##L-Arginine##Microbe	-3.10757384	-0.46809675	-0.26498317	-0.1989912	-0.1989912	-0.1989912	-0.1989912	-1.215e-05	0.0	bc1001	L-Arginine
L-Arginine##bc1001##Metabolite	3.10757384	0.46809675	0.26498317	0.1989912	0.1989912	0.1989912	0.1989912	1.215e-05	0.0	L-Arginine	bc1001
bc1001##L-Asparagine##Microbe	-2.52981192	-0.38106793	-0.21571734	-0.16199464	-0.16199464	-0.16199464	-0.16199464	-9.89e-06	0.0	bc1001	L-Asparagine
L-Asparagine##bc1001##Metabolite	2.52981192	0.38106793	0.21571734	0.16199464	0.16199464	0.16199464	0.16199464	9.89e-06	0.0	L-Asparagine	bc1001
bc1001##L-Aspartate##Microbe	-2.52981192	-0.38106793	-0.21571734	-0.16199464	-0.16199464	-0.16199464	-0.16199464	-9.89e-06	0.0	bc1001	L-Aspartate
L-Aspartate##bc1001##Metabolite	2.52981192	0.38106793	0.21571734	0.16199464	0.16199464	0.16199464	0.16199464	9.89e-06	0.0	L-Aspartate	bc1001
bc1001##L-Cysteine##Microbe	-0.95919698	-0.14448474	-0.08179083	-0.06142147	-0.06142147	-0.06142147	-0.06142147	-3.75e-06	0.0	bc1001	L-Cysteine
L-Cysteine##bc1001##Metabolite	0.95919698	0.14448474	0.08179083	0.06142147	0.06142147	0.06142147	0.06142147	3.75e-06	0.0	L-Cysteine	bc1001
bc1001##L-Glutamate##Microbe	-3.21624037	-0.48446529	-0.27424918	-0.20594958	-0.20594958	-0.20594958	-0.20594958	-1.258e-05	0.0	bc1001	L-Glutamate
L-Glutamate##bc1001##Metabolite	3.21624037	0.48446529	0.27424918	0.20594958	0.20594958	0.20594958	0.20594958	1.258e-05	0.0	L-Glutamate	bc1001
bc1001##L-Glutamine##Microbe	-2.68909795	-0.40506134	-0.22929968	-0.1721944	-0.1721944	-0.1721944	-0.1721944	-1.051e-05	0.0	bc1001	L-Glutamine
L-Glutamine##bc1001##Metabolite	2.68909795	0.40506134	0.22929968	0.1721944	0.1721944	0.1721944	0.1721944	1.051e-05	0.0	L-Glutamine	bc1001
bc1001##L-Histidine##Microbe	-0.99846235	-0.15039932	-0.085139	-0.0639358	-0.0639358	-0.0639358	-0.0639358	-3.9e-06	0.0	bc1001	L-Histidine
L-Histidine##bc1001##Metabolite	0.99846235	0.15039932	0.085139	0.0639358	0.0639358	0.0639358	0.0639358	3.9e-06	0.0	L-Histidine	bc1001
bc1001##L-Isoleucine##Microbe	-3.04587111	-0.45880241	-0.25972177	-0.19504011	-0.19504011	-0.19504011	-0.19504011	-1.191e-05	0.0	bc1001	L-Isoleucine
L-Isoleucine##bc1001##Metabolite	3.04587111	0.45880241	0.25972177	0.19504011	0.19504011	0.19504011	0.19504011	1.191e-05	0.0	L-Isoleucine	bc1001
bc1001##L-Leucine##Microbe	-4.72867283	-0.71228441	-0.40321446	-0.30279708	-0.30279708	-0.30279708	-0.30279708	-1.849e-05	0.0	bc1001	L-Leucine
L-Leucine##bc1001##Metabolite	4.72867283	0.71228441	0.40321446	0.30279708	0.30279708	0.30279708	0.30279708	1.849e-05	0.0	L-Leucine	bc1001
bc1001##L-Lysine##Microbe	-3.59558634	-0.54160653	-0.30659605	-0.23024072	-0.23024072	-0.23024072	-0.23024072	-1.406e-05	0.0	bc1001	L-Lysine
L-Lysine##bc1001##Metabolite	3.59558634	0.54160653	0.30659605	0.23024072	0.23024072	0.23024072	0.23024072	1.406e-05	0.0	L-Lysine	bc1001
bc1001##L-Methionine##Microbe	-1.53918344	-0.23184864	-0.13124634	-0.09856048	-0.09856048	-0.09856048	-0.09856048	-6.02e-06	0.0	bc1001	L-Methionine
L-Methionine##bc1001##Metabolite	1.53918344	0.23184864	0.13124634	0.09856048	0.09856048	0.09856048	0.09856048	6.02e-06	0.0	L-Methionine	bc1001
bc1001##L-Phenylalanine##Microbe	-1.94644066	-0.29319417	-0.16597321	-0.12463889	-0.12463889	-0.12463889	-0.12463889	-7.61e-06	0.0	bc1001	L-Phenylalanine
L-Phenylalanine##bc1001##Metabolite	1.94644066	0.29319417	0.16597321	0.12463889	0.12463889	0.12463889	0.12463889	7.61e-06	0.0	L-Phenylalanine	bc1001
bc1001##L-Proline##Microbe	-2.32226637	-0.34980515	-0.19801991	-0.14870461	-0.14870461	-0.14870461	-0.14870461	-9.08e-06	0.0	bc1001	L-Proline
L-Proline##bc1001##Metabolite	2.32226637	0.34980515	0.19801991	0.14870461	0.14870461	0.14870461	0.14870461	9.08e-06	0.0	L-Proline	bc1001
bc1001##L-Serine##Microbe	-2.68824165	-0.40493235	-0.22922667	-0.17213957	-0.17213957	-0.17213957	-0.17213957	-1.051e-05	0.0	bc1001	L-Serine
L-Serine##bc1001##Metabolite	2.68824165	0.40493235	0.22922667	0.17213957	0.17213957	0.17213957	0.17213957	1.051e-05	0.0	L-Serine	bc1001
bc1001##L-Threonine##Microbe	-2.65882672	-0.40050155	-0.22671845	-0.17025601	-0.17025601	-0.17025601	-0.17025601	-1.04e-05	0.0	bc1001	L-Threonine
L-Threonine##bc1001##Metabolite	2.65882672	0.40050155	0.22671845	0.17025601	0.17025601	0.17025601	0.17025601	1.04e-05	0.0	L-Threonine	bc1001
bc1001##L-Tryptophan##Microbe	-0.59458994	-0.08956364	-0.05070075	-0.03807413	-0.03807413	-0.03807413	-0.03807413	-2.32e-06	0.0	bc1001	L-Tryptophan
L-Tryptophan##bc1001##Metabolite	0.59458994	0.08956364	0.05070075	0.03807413	0.03807413	0.03807413	0.03807413	2.32e-06	0.0	L-Tryptophan	bc1001
bc1001##L-Tyrosine##Microbe	-1.52013089	-0.22897874	-0.12962173	-0.09734046	-0.09734046	-0.09734046	-0.09734046	-5.94e-06	0.0	bc1001	L-Tyrosine
L-Tyrosine##bc1001##Metabolite	1.52013089	0.22897874	0.12962173	0.09734046	0.09734046	0.09734046	0.09734046	5.94e-06	0.0	L-Tyrosine	bc1001
bc1001##L-Valine##Microbe	-4.4369872	-0.66834753	-0.37834239	-0.2841192	-0.2841192	-0.2841192	-0.2841192	-1.735e-05	0.0	bc1001	L-Valine
L-Valine##bc1001##Metabolite	4.4369872	0.66834753	0.37834239	0.2841192	0.2841192	0.2841192	0.2841192	1.735e-05	0.0	L-Valine	bc1001
bc1001##Mg##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Mg
Mg##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Mg	bc1001
bc1001##Mn2+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Mn2+
Mn2+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Mn2+	bc1001
bc1001##Myristic acid##Microbe	-0.95090841	-0.14323622	-0.08108407	-0.06089072	-0.06089072	-0.06089072	-0.06089072	-3.72e-06	0.0	bc1001	Myristic acid
Myristic acid##bc1001##Metabolite	0.95090841	0.14323622	0.08108407	0.06089072	0.06089072	0.06089072	0.06089072	3.72e-06	0.0	Myristic acid	bc1001
bc1001##N-Acetyl-D-glucosamine##Microbe	-1.29555566	-0.19515076	-0.11047218	-0.08295995	-0.08295995	-0.08295995	-0.08295995	-5.07e-06	0.0	bc1001	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1001##Metabolite	1.29555566	0.19515076	0.11047218	0.08295995	0.08295995	0.08295995	0.08295995	5.07e-06	0.0	N-Acetyl-D-glucosamine	bc1001
bc1001##NADP##Microbe	-0.07069687	-0.01064914	-0.00602833	-0.00452702	-0.00452702	-0.00452702	-0.00452702	-2.8e-07	0.0	bc1001	NADP
NADP##bc1001##Metabolite	0.07069687	0.01064914	0.00602833	0.00452702	0.00452702	0.00452702	0.00452702	2.8e-07	0.0	NADP	bc1001
bc1001##Niacin##Microbe	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	bc1001	Niacin
bc1001##Nicotinamide ribonucleotide##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Nicotinamide ribonucleotide
Nicotinamide ribonucleotide##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Nicotinamide ribonucleotide	bc1001
bc1001##Nitrite##Microbe	0.17674218	0.02662284	0.01507083	0.01131756	0.01131756	0.01131756	0.01131756	6.9e-07	0.0	bc1001	Nitrite
bc1001##O2##Microbe	-82.67668179	-12.45366582	-7.04984988	-5.29414031	-5.29414031	-5.29414031	-5.29414031	-0.00032326	0.0	bc1001	O2
O2##bc1001##Metabolite	82.67668179	12.45366582	7.04984988	5.29414031	5.29414031	5.29414031	5.29414031	0.00032326	0.0	O2	bc1001
bc1001##Oxidized glutathione##Microbe	-0.01767422	-0.00266228	-0.00150708	-0.00113176	-0.00113176	-0.00113176	-0.00113176	-7e-08	0.0	bc1001	Oxidized glutathione
Oxidized glutathione##bc1001##Metabolite	0.01767422	0.00266228	0.00150708	0.00113176	0.00113176	0.00113176	0.00113176	7e-08	0.0	Oxidized glutathione	bc1001
bc1001##Putrescine##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Putrescine
Putrescine##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Putrescine	bc1001
bc1001##Pyridoxal##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Pyridoxal
Pyridoxal##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Pyridoxal	bc1001
bc1001##Riboflavin##Microbe	-0.10604531	-0.0159737	-0.0090425	-0.00679053	-0.00679053	-0.00679053	-0.00679053	-4.1e-07	0.0	bc1001	Riboflavin
Riboflavin##bc1001##Metabolite	0.10604531	0.0159737	0.0090425	0.00679053	0.00679053	0.00679053	0.00679053	4.1e-07	0.0	Riboflavin	bc1001
bc1001##S-Adenosyl-L-methionine##Microbe	-0.10604531	-0.0159737	-0.0090425	-0.00679053	-0.00679053	-0.00679053	-0.00679053	-4.1e-07	0.0	bc1001	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1001##Metabolite	0.10604531	0.0159737	0.0090425	0.00679053	0.00679053	0.00679053	0.00679053	4.1e-07	0.0	S-Adenosyl-L-methionine	bc1001
bc1001##Spermidine##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Spermidine
Spermidine##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Spermidine	bc1001
bc1001##Sulfate##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Sulfate
Sulfate##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Sulfate	bc1001
bc1001##TRHL##Microbe	-0.74612564	-0.1123896	-0.06362222	-0.0477776	-0.0477776	-0.0477776	-0.0477776	-2.92e-06	0.0	bc1001	TRHL
TRHL##bc1001##Metabolite	0.74612564	0.1123896	0.06362222	0.0477776	0.0477776	0.0477776	0.0477776	2.92e-06	0.0	TRHL	bc1001
bc1001##TTP##Microbe	-0.11280925	-0.01699256	-0.00961926	-0.00722366	-0.00722366	-0.00722366	-0.00722366	-4.4e-07	0.0	bc1001	TTP
TTP##bc1001##Metabolite	0.11280925	0.01699256	0.00961926	0.00722366	0.00722366	0.00722366	0.00722366	4.4e-07	0.0	TTP	bc1001
bc1001##Thiamin##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Thiamin
Thiamin##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Thiamin	bc1001
bc1001##UMP##Microbe	-1.17953363	-0.17767425	-0.10057896	-0.07553057	-0.07553057	-0.07553057	-0.07553057	-4.61e-06	0.0	bc1001	UMP
UMP##bc1001##Metabolite	1.17953363	0.17767425	0.10057896	0.07553057	0.07553057	0.07553057	0.07553057	4.61e-06	0.0	UMP	bc1001
bc1001##Zn2+##Microbe	-0.03534844	-0.00532457	-0.00301417	-0.00226351	-0.00226351	-0.00226351	-0.00226351	-1.4e-07	0.0	bc1001	Zn2+
Zn2+##bc1001##Metabolite	0.03534844	0.00532457	0.00301417	0.00226351	0.00226351	0.00226351	0.00226351	1.4e-07	0.0	Zn2+	bc1001
bc1001##dATP##Microbe	-0.11280925	-0.01699256	-0.00961926	-0.00722366	-0.00722366	-0.00722366	-0.00722366	-4.4e-07	0.0	bc1001	dATP
dATP##bc1001##Metabolite	0.11280925	0.01699256	0.00961926	0.00722366	0.00722366	0.00722366	0.00722366	4.4e-07	0.0	dATP	bc1001
bc1001##dGTP##Microbe	-0.2553666	-0.03846611	-0.02177514	-0.01635221	-0.01635221	-0.01635221	-0.01635221	-1e-06	0.0	bc1001	dGTP
dGTP##bc1001##Metabolite	0.2553666	0.03846611	0.02177514	0.01635221	0.01635221	0.01635221	0.01635221	1e-06	0.0	dGTP	bc1001
bc1001##ddca##Microbe	-0.93940242	-0.14150306	-0.08010295	-0.06015394	-0.06015394	-0.06015394	-0.06015394	-3.67e-06	0.0	bc1001	ddca
ddca##bc1001##Metabolite	0.93940242	0.14150306	0.08010295	0.06015394	0.06015394	0.06015394	0.06015394	3.67e-06	0.0	ddca	bc1001
bc1001##fe3##Microbe	-0.10604531	-0.0159737	-0.0090425	-0.00679053	-0.00679053	-0.00679053	-0.00679053	-4.1e-07	0.0	bc1001	fe3
fe3##bc1001##Metabolite	0.10604531	0.0159737	0.0090425	0.00679053	0.00679053	0.00679053	0.00679053	4.1e-07	0.0	fe3	bc1001
bc1001##meso-2,6-Diaminopimelate##Microbe	-0.3150518	-0.04745655	-0.0268645	-0.02017411	-0.02017411	-0.02017411	-0.02017411	-1.23e-06	0.0	bc1001	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1001##Metabolite	0.3150518	0.04745655	0.0268645	0.02017411	0.02017411	0.02017411	0.02017411	1.23e-06	0.0	meso-2,6-Diaminopimelate	bc1001
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.95099544	-0.36992571	-0.18254068	-0.1030857	-0.1030857	-0.1030857	-0.1030857	-6.16e-06	0.0	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	1.95099544	0.36992571	0.18254068	0.1030857	0.1030857	0.1030857	0.1030857	6.16e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	-0.35156482	-0.06665975	-0.0328934	-0.0185758	-0.0185758	-0.0185758	-0.0185758	-1.11e-06	0.0	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	0.35156482	0.06665975	0.0328934	0.0185758	0.0185758	0.0185758	0.0185758	1.11e-06	0.0	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	-1.68145157	-0.31881784	-0.15732138	-0.08884368	-0.08884368	-0.08884368	-0.08884368	-5.31e-06	0.0	bc1012	AMP
AMP##bc1012##Metabolite	1.68145157	0.31881784	0.15732138	0.08884368	0.08884368	0.08884368	0.08884368	5.31e-06	0.0	AMP	bc1012
bc1012##Acetate##Microbe	115.65992841	25.9583187	11.67849057	4.95403981	4.95403981	4.95403981	4.95403981	0.00028748	0.0	bc1012	Acetate
bc1012##Ala-Ala##Microbe	-0.39167621	-0.07426522	-0.03664634	-0.02069519	-0.02069519	-0.02069519	-0.02069519	-1.24e-06	0.0	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	0.39167621	0.07426522	0.03664634	0.02069519	0.02069519	0.02069519	0.02069519	1.24e-06	0.0	Ala-Ala	bc1012
bc1012##BET##Microbe	-0.0878912	-0.01666494	-0.00822335	-0.00464395	-0.00464395	-0.00464395	-0.00464395	-2.8e-07	0.0	bc1012	BET
BET##bc1012##Metabolite	0.0878912	0.01666494	0.00822335	0.00464395	0.00464395	0.00464395	0.00464395	2.8e-07	0.0	BET	bc1012
bc1012##BIOT##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	BIOT
BIOT##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	BIOT	bc1012
bc1012##CMP##Microbe	-1.31709708	-0.24973306	-0.12323134	-0.0695921	-0.0695921	-0.0695921	-0.0695921	-4.16e-06	0.0	bc1012	CMP
CMP##bc1012##Metabolite	1.31709708	0.24973306	0.12323134	0.0695921	0.0695921	0.0695921	0.0695921	4.16e-06	0.0	CMP	bc1012
bc1012##CO2##Microbe	137.25631175	30.05318083	13.69910954	6.09513845	6.09513845	6.09513845	6.09513845	0.00035566	1e-08	bc1012	CO2
bc1012##Ca2+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Ca2+
Ca2+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Ca2+	bc1012
bc1012##Chorismate##Microbe	-0.0878912	-0.01666494	-0.00822335	-0.00464395	-0.00464395	-0.00464395	-0.00464395	-2.8e-07	0.0	bc1012	Chorismate
Chorismate##bc1012##Metabolite	0.0878912	0.01666494	0.00822335	0.00464395	0.00464395	0.00464395	0.00464395	2.8e-07	0.0	Chorismate	bc1012
bc1012##Cl-##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Cl-
Cl-##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Cl-	bc1012
bc1012##Co2+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Co2+
Co2+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Co2+	bc1012
bc1012##CoA##Microbe	-0.0878912	-0.01666494	-0.00822335	-0.00464395	-0.00464395	-0.00464395	-0.00464395	-2.8e-07	0.0	bc1012	CoA
CoA##bc1012##Metabolite	0.0878912	0.01666494	0.00822335	0.00464395	0.00464395	0.00464395	0.00464395	2.8e-07	0.0	CoA	bc1012
bc1012##Cu2+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Cu2+
Cu2+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Cu2+	bc1012
bc1012##D-Arabinose##Microbe	-1.17502862	-0.22279565	-0.10993902	-0.06208556	-0.06208556	-0.06208556	-0.06208556	-3.71e-06	0.0	bc1012	D-Arabinose
D-Arabinose##bc1012##Metabolite	1.17502862	0.22279565	0.10993902	0.06208556	0.06208556	0.06208556	0.06208556	3.71e-06	0.0	D-Arabinose	bc1012
bc1012##D-Glucose##Microbe	-68.48300444	-14.99906844	-6.83597399	-3.03989979	-3.03989979	-3.03989979	-3.03989979	-0.00017737	0.0	bc1012	D-Glucose
D-Glucose##bc1012##Metabolite	68.48300444	14.99906844	6.83597399	3.03989979	3.03989979	3.03989979	3.03989979	0.00017737	0.0	D-Glucose	bc1012
bc1012##Deoxycytidine##Microbe	-0.3150364	-0.05973364	-0.0294757	-0.01664573	-0.01664573	-0.01664573	-0.01664573	-9.9e-07	0.0	bc1012	Deoxycytidine
Deoxycytidine##bc1012##Metabolite	0.3150364	0.05973364	0.0294757	0.01664573	0.01664573	0.01664573	0.01664573	9.9e-07	0.0	Deoxycytidine	bc1012
bc1012##Deoxyguanosine##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Deoxyguanosine
Deoxyguanosine##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Deoxyguanosine	bc1012
bc1012##Folate##Microbe	-0.13183681	-0.02499741	-0.01233503	-0.00696593	-0.00696593	-0.00696593	-0.00696593	-4.2e-07	0.0	bc1012	Folate
Folate##bc1012##Metabolite	0.13183681	0.02499741	0.01233503	0.00696593	0.00696593	0.00696593	0.00696593	4.2e-07	0.0	Folate	bc1012
bc1012##Formate##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Formate
Formate##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Formate	bc1012
bc1012##Fumarate##Microbe	-88.57591415	-31.29624862	-11.37268301	-0.514424	-0.514424	-0.514424	-0.514424	0.0	0.0	bc1012	Fumarate
Fumarate##bc1012##Metabolite	88.57591415	31.29624862	11.37268301	0.514424	0.514424	0.514424	0.514424	0.0	0.0	Fumarate	bc1012
bc1012##GTP##Microbe	-2.12052629	-0.40207023	-0.19840246	-0.11204328	-0.11204328	-0.11204328	-0.11204328	-6.69e-06	0.0	bc1012	GTP
GTP##bc1012##Metabolite	2.12052629	0.40207023	0.19840246	0.11204328	0.11204328	0.11204328	0.11204328	6.69e-06	0.0	GTP	bc1012
bc1012##Glycerol##Microbe	-0.97549772	-0.18496285	-0.09127034	-0.05154285	-0.05154285	-0.05154285	-0.05154285	-3.08e-06	0.0	bc1012	Glycerol
Glycerol##bc1012##Metabolite	0.97549772	0.18496285	0.09127034	0.05154285	0.05154285	0.05154285	0.05154285	3.08e-06	0.0	Glycerol	bc1012
bc1012##Glycine##Microbe	-7.85293294	-1.48898439	-0.73474271	-0.41492925	-0.41492925	-0.41492925	-0.41492925	-2.479e-05	0.0	bc1012	Glycine
Glycine##bc1012##Metabolite	7.85293294	1.48898439	0.73474271	0.41492925	0.41492925	0.41492925	0.41492925	2.479e-05	0.0	Glycine	bc1012
bc1012##H+##Microbe	104.42450565	23.82798481	10.6272725	4.3603883	4.3603883	4.3603883	4.3603883	0.00025201	0.0	bc1012	H+
bc1012##H2O##Microbe	142.52635658	16.55094232	11.10692102	10.53929913	10.53929913	10.53929913	10.53929913	0.00065191	1e-08	bc1012	H2O
bc1012##Heme##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Heme
Heme##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Heme	bc1012
bc1012##K+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	K+
